source_index,Original_Message,original_dataset_label,ve_nve_classification,ve_subtype_classification,target_demographics,evidence_spans,explanation
280,let us kill all of them and get it over with they are all fucking animals and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
281,let us kill all of them and get it over with they are fucking trash,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
282,trudeau is a traitor rest in peace canada sendthemback,EXTREMIST,NVE,,"['Canada', 'Justin Trudeau']","['trudeau is a traitor', 'rest in peace canada', 'sendthemback']",The post expresses hateful and exclusionary political views against Justin Trudeau and Canada but does not explicitly endorse or incite physical violence.
283,let us kill all of them and get it over with they are all fucking trash and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
284,mamata didi and her goons are terrorizing doctors across the state yet no left leaning self certified liberals are calling it terrorism remember the motive is political and target is indiscriminate that qualifies as terrorism doctors protest doctors fightback,EXTREMIST,VE,political,['doctors'],"['mamata didi and her goons are terrorizing doctors', 'doctors protest doctors fightback']","The post explicitly uses the term 'terrorizing' and 'terrorism' in a political context, accusing a political figure and her supporters of violent actions against doctors, which qualifies as violent extremist content with a political subtype targeting doctors."
285,let us kill all of them and get it over with they are all murderers and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
286,pretty sure youd be suspended for trading white with anything else even animals its open season on whites males and especially white males you must be careful if the male has any color is an immigrant is gay or used to be a girl maga race relations,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
287,lauren southern tries to kill refugees in the mediterranean conservative british government oh fuck off you are not welcome in the uk chris kenny ooh lauren southern i cannot believe she was not allowed into the lake mosque what about freedom,EXTREMIST,NVE,,"['refugees', 'conservative British government', 'Lauren Southern']","['lauren southern tries to kill refugees in the mediterranean', 'conservative british government oh fuck off you are not welcome in the uk', 'i cannot believe she was not allowed into the lake mosque']","The post contains hateful and exclusionary language targeting refugees, the conservative British government, and Lauren Southern, but it does not explicitly endorse or incite physical violence."
288,you are starting to sound like a nazi,EXTREMIST,NVE,,['Unclear'],['nazi'],"The post uses the term 'nazi' in a derogatory manner, which is hateful and dehumanizing but does not explicitly endorse or encourage physical violence."
289,genocide of indians is fine,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
290,poaching animals is fucking disgusting those monsters should be shot,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
291,enemy combatants should be used by to stop them from aiding and abetting terrorist but doj spends spying instead in innocent trump where is the party for winning illegal aliens endanger our children schools,EXTREMIST,NVE,,"['illegal aliens', 'children in schools']",['illegal aliens endanger our children schools'],"The post expresses hateful and exclusionary views towards 'illegal aliens' by claiming they endanger children in schools, but it does not explicitly endorse or incite physical violence."
292,white people have bigger brains than black people because they are intellectually superior,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
